transaction_amount,transaction_hour,product_category,quantity,payment_method,device_type,customer_age,customer_gender,is_holiday,label_is_fraud
8703.87,7.0,travel,1,unknown,unknown,49.0,F,False,1.0
7263.07,19.0,fitness_and_medical,1,unknown,unknown,45.0,F,False,1.0
8644.51,4.0,entertainment,1,unknown,unknown,20.0,F,False,1.0
355.14,22.0,entertainment,1,unknown,unknown,29.0,M,False,1.0
8761.71,3.0,travel,1,unknown,unknown,53.0,M,False,1.0
3180.38,8.0,fitness_and_medical,1,unknown,unknown,73.0,M,False,1.0
4100.08,2.0,online_shopping,1,unknown,unknown,24.0,M,False,0.0
4960.38,12.0,online_shopping,1,unknown,unknown,54.0,F,False,0.0
2714.89,11.0,fitness_and_medical,1,unknown,unknown,68.0,M,False,0.0
545.05,12.0,travel,1,unknown,unknown,63.0,M,False,1.0
6919.49,2.0,,1,unknown,unknown,28.0,F,False,0.0
8702.44,3.0,fitness_and_medical,1,unknown,unknown,26.0,F,False,1.0
1573.99,16.0,travel,1,unknown,unknown,32.0,M,False,0.0
273.47,,travel,1,unknown,unknown,30.0,M,False,0.0
6937.82,2.0,entertainment,1,unknown,unknown,56.0,M,False,0.0
2672.54,,online_shopping,1,unknown,unknown,60.0,F,False,1.0
3615.29,8.0,online_shopping,1,unknown,unknown,74.0,M,False,0.0
1894.2,23.0,fitness_and_medical,1,unknown,unknown,53.0,F,False,1.0
930.35,20.0,entertainment,1,unknown,unknown,55.0,F,False,1.0
9991.71,21.0,online_shopping,1,unknown,unknown,39.0,F,False,0.0
162.91,11.0,online_shopping,1,unknown,unknown,65.0,F,False,1.0
8339.49,6.0,online_shopping,1,unknown,unknown,50.0,F,False,0.0
620.8,3.0,online_shopping,1,unknown,unknown,53.0,M,False,
1094.55,17.0,travel,1,unknown,unknown,48.0,F,False,0.0
6122.11,6.0,online_shopping,1,unknown,unknown,65.0,M,False,1.0
5184.13,4.0,online_shopping,1,unknown,unknown,42.0,M,False,1.0
5675.18,3.0,fitness_and_medical,1,unknown,unknown,35.0,F,False,0.0
6957.73,18.0,entertainment,1,unknown,unknown,74.0,,False,1.0
5640.71,10.0,online_shopping,1,unknown,unknown,72.0,F,False,0.0
7275.83,11.0,travel,1,unknown,unknown,82.0,F,False,0.0
8756.51,8.0,online_shopping,1,unknown,unknown,59.0,F,False,1.0
9454.24,15.0,,1,unknown,unknown,35.0,F,False,1.0
7794.2,0.0,online_shopping,1,unknown,unknown,53.0,,False,1.0
4326.0,8.0,fitness_and_medical,1,unknown,unknown,45.0,F,False,1.0
4627.63,21.0,travel,1,unknown,unknown,55.0,M,False,1.0
8090.91,,entertainment,1,unknown,unknown,79.0,,False,0.0
6120.8,,,1,unknown,unknown,53.0,M,False,1.0
7275.83,11.0,travel,1,unknown,unknown,82.0,F,False,0.0
6854.05,18.0,fitness_and_medical,1,unknown,unknown,64.0,F,False,0.0
1808.75,19.0,travel,1,unknown,unknown,28.0,F,False,1.0
246.6,15.0,,1,unknown,unknown,38.0,F,False,0.0
4765.08,18.0,,1,unknown,unknown,70.0,M,False,1.0
1762.19,19.0,online_shopping,1,unknown,unknown,81.0,,False,
2785.89,,travel,1,unknown,unknown,71.0,M,False,1.0
8437.21,9.0,,1,unknown,unknown,53.0,F,False,1.0
8582.76,7.0,online_shopping,1,unknown,unknown,47.0,F,False,1.0
6275.84,,travel,1,unknown,unknown,51.0,M,False,0.0
3685.86,0.0,online_shopping,1,unknown,unknown,47.0,M,False,0.0
5206.82,10.0,entertainment,1,unknown,unknown,55.0,M,False,1.0
3596.22,11.0,fitness_and_medical,1,unknown,unknown,36.0,M,False,0.0
7834.5,17.0,travel,1,unknown,unknown,53.0,F,False,1.0
5374.23,12.0,travel,1,unknown,unknown,30.0,F,False,1.0
9574.61,,fitness_and_medical,1,unknown,unknown,28.0,F,False,1.0
3248.23,10.0,travel,1,unknown,unknown,46.0,M,False,1.0
4146.77,10.0,online_shopping,1,unknown,unknown,55.0,F,False,1.0
3828.07,9.0,travel,1,unknown,unknown,52.0,F,False,1.0
432.21,7.0,online_shopping,1,unknown,unknown,77.0,F,False,1.0
1085.91,17.0,fitness_and_medical,1,unknown,unknown,59.0,F,False,0.0
1356.05,11.0,online_shopping,1,unknown,unknown,28.0,F,False,0.0
9160.46,5.0,fitness_and_medical,1,unknown,unknown,64.0,,False,0.0
5199.51,9.0,entertainment,1,unknown,unknown,80.0,M,False,0.0
5447.96,,entertainment,1,unknown,unknown,31.0,F,False,1.0
,0.0,travel,1,unknown,unknown,42.0,M,False,
8263.06,21.0,travel,1,unknown,unknown,62.0,M,False,0.0
2324.38,,entertainment,1,unknown,unknown,21.0,F,False,
691.58,12.0,online_shopping,1,unknown,unknown,35.0,M,False,0.0
8455.24,12.0,online_shopping,1,unknown,unknown,38.0,M,False,
,3.0,online_shopping,1,unknown,unknown,72.0,F,False,0.0
4053.92,4.0,fitness_and_medical,1,unknown,unknown,48.0,F,False,0.0
1413.79,17.0,fitness_and_medical,1,unknown,unknown,21.0,M,False,1.0
3828.61,14.0,online_shopping,1,unknown,unknown,38.0,F,False,0.0
8336.64,19.0,fitness_and_medical,1,unknown,unknown,58.0,M,False,0.0
303.59,22.0,fitness_and_medical,1,unknown,unknown,37.0,F,False,0.0
,20.0,travel,1,unknown,unknown,66.0,F,False,1.0
3559.47,3.0,fitness_and_medical,1,unknown,unknown,35.0,F,False,1.0
896.17,6.0,,1,unknown,unknown,76.0,F,False,0.0
,,travel,1,unknown,unknown,74.0,F,False,0.0
5386.82,9.0,online_shopping,1,unknown,unknown,30.0,F,False,1.0
9109.83,17.0,online_shopping,1,unknown,unknown,71.0,,False,0.0
8109.67,18.0,online_shopping,1,unknown,unknown,62.0,F,False,1.0
874.24,0.0,online_shopping,1,unknown,unknown,25.0,F,False,1.0
5528.56,10.0,online_shopping,1,unknown,unknown,53.0,M,False,0.0
9305.59,,online_shopping,1,unknown,unknown,72.0,F,False,1.0
5447.96,,entertainment,1,unknown,unknown,31.0,F,False,1.0
1396.13,13.0,entertainment,1,unknown,unknown,42.0,M,False,1.0
2398.56,7.0,travel,1,unknown,unknown,49.0,,False,
4645.88,15.0,fitness_and_medical,1,unknown,unknown,21.0,F,False,1.0
6455.46,15.0,online_shopping,1,unknown,unknown,27.0,F,False,0.0
8557.07,12.0,online_shopping,1,unknown,unknown,57.0,,False,1.0
5301.89,18.0,entertainment,1,unknown,unknown,54.0,F,False,1.0
442.45,6.0,fitness_and_medical,1,unknown,unknown,82.0,,False,0.0
1801.74,8.0,entertainment,1,unknown,unknown,70.0,M,False,1.0
1832.83,0.0,travel,1,unknown,unknown,36.0,F,False,1.0
6264.43,15.0,online_shopping,1,unknown,unknown,55.0,F,False,1.0
8193.78,1.0,travel,1,unknown,unknown,41.0,,False,0.0
6166.86,1.0,travel,1,unknown,unknown,53.0,M,False,
1026.59,,,1,unknown,unknown,48.0,F,False,0.0
2385.8,0.0,online_shopping,1,unknown,unknown,61.0,M,False,1.0
3008.06,0.0,travel,1,unknown,unknown,67.0,M,False,0.0
,11.0,entertainment,1,unknown,unknown,63.0,F,False,
7344.93,14.0,fitness_and_medical,1,unknown,unknown,44.0,M,False,0.0
8581.61,11.0,entertainment,1,unknown,unknown,40.0,F,False,0.0
,16.0,online_shopping,1,unknown,unknown,73.0,M,False,1.0
1671.59,21.0,entertainment,1,unknown,unknown,22.0,M,False,0.0
353.55,12.0,fitness_and_medical,1,unknown,unknown,49.0,M,False,0.0
5002.86,19.0,online_shopping,1,unknown,unknown,64.0,F,False,1.0
7481.89,2.0,online_shopping,1,unknown,unknown,86.0,F,False,0.0
162.91,11.0,online_shopping,1,unknown,unknown,65.0,F,False,1.0
7097.84,23.0,travel,1,unknown,unknown,53.0,M,False,0.0
8958.66,2.0,travel,1,unknown,unknown,74.0,F,False,0.0
6785.54,19.0,online_shopping,1,unknown,unknown,74.0,F,False,
1149.95,4.0,travel,1,unknown,unknown,43.0,F,False,0.0
5024.72,20.0,,1,unknown,unknown,77.0,F,False,0.0
693.23,8.0,online_shopping,1,unknown,unknown,54.0,F,False,1.0
1194.4,13.0,entertainment,1,unknown,unknown,27.0,F,False,0.0
5857.82,,fitness_and_medical,1,unknown,unknown,27.0,F,False,1.0
6982.37,10.0,online_shopping,1,unknown,unknown,82.0,M,False,1.0
2895.79,22.0,fitness_and_medical,1,unknown,unknown,41.0,F,False,1.0
7990.9,8.0,fitness_and_medical,1,unknown,unknown,21.0,M,False,1.0
6665.42,11.0,travel,1,unknown,unknown,74.0,F,False,1.0
5762.48,1.0,entertainment,1,unknown,unknown,31.0,M,False,0.0
8821.9,16.0,fitness_and_medical,1,unknown,unknown,43.0,M,False,
1187.87,2.0,online_shopping,1,unknown,unknown,47.0,F,False,1.0
7496.98,6.0,fitness_and_medical,1,unknown,unknown,24.0,F,False,1.0
200.18,9.0,online_shopping,1,unknown,unknown,53.0,F,False,
9795.42,6.0,travel,1,unknown,unknown,34.0,F,False,0.0
1011.02,,travel,1,unknown,unknown,35.0,F,False,1.0
243.49,20.0,travel,1,unknown,unknown,78.0,M,False,1.0
4581.64,11.0,fitness_and_medical,1,unknown,unknown,44.0,M,False,0.0
4100.08,2.0,online_shopping,1,unknown,unknown,24.0,M,False,0.0
9008.4,0.0,fitness_and_medical,1,unknown,unknown,53.0,F,False,0.0
4255.08,8.0,entertainment,1,unknown,unknown,81.0,M,False,0.0
9102.63,3.0,fitness_and_medical,1,unknown,unknown,73.0,F,False,
,6.0,online_shopping,1,unknown,unknown,49.0,M,False,1.0
7386.51,10.0,fitness_and_medical,1,unknown,unknown,52.0,M,False,0.0
6223.93,1.0,,1,unknown,unknown,23.0,F,False,1.0
8697.54,8.0,travel,1,unknown,unknown,69.0,,False,1.0
6454.05,,,1,unknown,unknown,84.0,F,False,0.0
246.54,1.0,fitness_and_medical,1,unknown,unknown,45.0,M,False,1.0
4116.46,14.0,fitness_and_medical,1,unknown,unknown,86.0,F,False,0.0
1478.95,22.0,entertainment,1,unknown,unknown,72.0,M,False,0.0
2346.85,5.0,fitness_and_medical,1,unknown,unknown,67.0,F,False,0.0
3476.36,6.0,travel,1,unknown,unknown,38.0,F,False,0.0
5160.22,9.0,travel,1,unknown,unknown,75.0,F,False,1.0
5563.41,6.0,online_shopping,1,unknown,unknown,53.0,F,False,1.0
5335.04,5.0,online_shopping,1,unknown,unknown,71.0,F,False,1.0
6597.97,1.0,travel,1,unknown,unknown,33.0,F,False,0.0
7669.51,1.0,travel,1,unknown,unknown,70.0,M,False,0.0
3733.34,10.0,entertainment,1,unknown,unknown,66.0,F,False,1.0
6480.67,1.0,travel,1,unknown,unknown,44.0,M,False,1.0
1478.95,22.0,entertainment,1,unknown,unknown,72.0,M,False,0.0
365.92,,travel,1,unknown,unknown,45.0,F,False,0.0
130.72,23.0,travel,1,unknown,unknown,39.0,M,False,0.0
2058.63,18.0,entertainment,1,unknown,unknown,63.0,M,False,0.0
5537.38,18.0,entertainment,1,unknown,unknown,50.0,M,False,1.0
1741.42,12.0,travel,1,unknown,unknown,82.0,M,False,1.0
,,entertainment,1,unknown,unknown,75.0,M,False,0.0
3777.43,21.0,entertainment,1,unknown,unknown,49.0,F,False,1.0
,0.0,online_shopping,1,unknown,unknown,19.0,M,False,
7834.5,17.0,travel,1,unknown,unknown,53.0,F,False,1.0
8301.89,8.0,travel,1,unknown,unknown,37.0,M,False,0.0
1094.55,17.0,travel,1,unknown,unknown,48.0,F,False,0.0
5541.86,14.0,travel,1,unknown,unknown,39.0,,False,1.0
7596.26,16.0,fitness_and_medical,1,unknown,unknown,67.0,M,False,1.0
2432.05,8.0,entertainment,1,unknown,unknown,67.0,F,False,0.0
4000.92,0.0,travel,1,unknown,unknown,22.0,M,False,1.0
2754.94,10.0,fitness_and_medical,1,unknown,unknown,40.0,M,False,0.0
752.82,9.0,entertainment,1,unknown,unknown,80.0,M,False,1.0
8599.14,2.0,fitness_and_medical,1,unknown,unknown,35.0,F,False,1.0
4297.4,5.0,,1,unknown,unknown,57.0,F,False,0.0
2672.54,,online_shopping,1,unknown,unknown,60.0,F,False,1.0
5795.96,11.0,fitness_and_medical,1,unknown,unknown,51.0,F,False,1.0
1894.2,23.0,fitness_and_medical,1,unknown,unknown,53.0,F,False,1.0
4572.41,10.0,online_shopping,1,unknown,unknown,37.0,F,False,1.0
7336.66,8.0,fitness_and_medical,1,unknown,unknown,53.0,F,False,1.0
9141.66,20.0,travel,1,unknown,unknown,56.0,F,False,
5497.95,16.0,entertainment,1,unknown,unknown,33.0,M,False,1.0
2483.04,20.0,entertainment,1,unknown,unknown,29.0,M,False,0.0
900.51,13.0,fitness_and_medical,1,unknown,unknown,63.0,F,False,1.0
1333.99,3.0,online_shopping,1,unknown,unknown,21.0,M,False,0.0
365.92,,travel,1,unknown,unknown,45.0,F,False,0.0
353.55,12.0,fitness_and_medical,1,unknown,unknown,49.0,M,False,0.0
5690.31,12.0,fitness_and_medical,1,unknown,unknown,64.0,M,False,0.0
225.96,21.0,online_shopping,1,unknown,unknown,71.0,F,False,1.0
9916.56,6.0,online_shopping,1,unknown,unknown,73.0,,False,0.0
,6.0,online_shopping,1,unknown,unknown,49.0,M,False,1.0
7773.76,10.0,online_shopping,1,unknown,unknown,53.0,M,False,0.0
4811.79,2.0,entertainment,1,unknown,unknown,22.0,M,False,0.0
4297.4,5.0,,1,unknown,unknown,57.0,F,False,0.0
,11.0,entertainment,1,unknown,unknown,63.0,F,False,
2712.62,8.0,fitness_and_medical,1,unknown,unknown,61.0,M,False,1.0
2989.01,11.0,travel,1,unknown,unknown,30.0,F,False,1.0
3328.98,6.0,,1,unknown,unknown,57.0,F,False,0.0
5887.29,21.0,fitness_and_medical,1,unknown,unknown,32.0,F,False,0.0
7969.62,9.0,travel,1,unknown,unknown,22.0,F,False,1.0
3171.49,,entertainment,1,unknown,unknown,58.0,F,False,1.0
4189.05,11.0,online_shopping,1,unknown,unknown,68.0,M,False,1.0
745.96,1.0,fitness_and_medical,1,unknown,unknown,53.0,M,False,1.0
6359.54,20.0,online_shopping,1,unknown,unknown,53.0,M,False,1.0
2027.49,3.0,online_shopping,1,unknown,unknown,53.0,F,False,1.0
1105.15,,entertainment,1,unknown,unknown,66.0,F,False,1.0
1617.69,2.0,,1,unknown,unknown,73.0,F,False,0.0
7630.56,17.0,travel,1,unknown,unknown,36.0,,False,1.0
,0.0,travel,1,unknown,unknown,41.0,F,False,1.0
8212.25,7.0,travel,1,unknown,unknown,39.0,M,False,0.0
4192.87,7.0,entertainment,1,unknown,unknown,39.0,,False,0.0
1284.6,19.0,entertainment,1,unknown,unknown,53.0,M,False,0.0
4367.85,22.0,travel,1,unknown,unknown,66.0,M,False,0.0
5905.68,11.0,fitness_and_medical,1,unknown,unknown,84.0,M,False,1.0
2856.37,18.0,travel,1,unknown,unknown,84.0,F,False,0.0
4627.63,21.0,travel,1,unknown,unknown,55.0,M,False,1.0
8860.76,5.0,online_shopping,1,unknown,unknown,73.0,F,False,0.0
3899.14,17.0,fitness_and_medical,1,unknown,unknown,53.0,F,False,0.0
3741.05,,fitness_and_medical,1,unknown,unknown,73.0,F,False,0.0
7321.94,21.0,online_shopping,1,unknown,unknown,54.0,M,False,0.0
6958.25,11.0,online_shopping,1,unknown,unknown,66.0,F,False,1.0
5999.54,,travel,1,unknown,unknown,27.0,,False,0.0
1867.25,11.0,travel,1,unknown,unknown,78.0,F,False,1.0
9305.73,18.0,,1,unknown,unknown,27.0,F,False,
5498.24,6.0,entertainment,1,unknown,unknown,69.0,M,False,0.0
350.95,7.0,travel,1,unknown,unknown,83.0,M,False,
5655.13,,online_shopping,1,unknown,unknown,51.0,M,False,1.0
8208.84,19.0,fitness_and_medical,1,unknown,unknown,53.0,M,False,0.0
6221.5,14.0,travel,1,unknown,unknown,56.0,M,False,1.0
4882.04,2.0,entertainment,1,unknown,unknown,66.0,M,False,0.0
5140.07,0.0,fitness_and_medical,1,unknown,unknown,49.0,F,False,1.0
5603.68,8.0,online_shopping,1,unknown,unknown,53.0,M,False,
4333.7,1.0,entertainment,1,unknown,unknown,75.0,M,False,1.0
5690.31,12.0,fitness_and_medical,1,unknown,unknown,64.0,M,False,0.0
1178.41,,entertainment,1,unknown,unknown,25.0,F,False,1.0
9182.83,6.0,fitness_and_medical,1,unknown,unknown,38.0,F,False,0.0
5126.28,,travel,1,unknown,unknown,77.0,F,False,1.0
8760.33,1.0,fitness_and_medical,1,unknown,unknown,24.0,F,False,0.0
6419.1,17.0,online_shopping,1,unknown,unknown,64.0,M,False,
,9.0,entertainment,1,unknown,unknown,38.0,,False,0.0
6762.38,4.0,fitness_and_medical,1,unknown,unknown,53.0,F,False,1.0
3455.6,3.0,fitness_and_medical,1,unknown,unknown,28.0,M,False,0.0
4122.24,19.0,,1,unknown,unknown,24.0,F,False,1.0
7336.66,8.0,fitness_and_medical,1,unknown,unknown,53.0,F,False,1.0
9359.42,12.0,entertainment,1,unknown,unknown,58.0,F,False,1.0
9269.47,8.0,online_shopping,1,unknown,unknown,51.0,F,False,0.0
2628.95,13.0,,1,unknown,unknown,61.0,M,False,1.0
1629.05,3.0,entertainment,1,unknown,unknown,81.0,F,False,1.0
7502.07,12.0,fitness_and_medical,1,unknown,unknown,62.0,M,False,1.0
,13.0,entertainment,1,unknown,unknown,77.0,F,False,0.0
5135.92,23.0,online_shopping,1,unknown,unknown,21.0,F,False,1.0
5201.98,5.0,entertainment,1,unknown,unknown,86.0,M,False,0.0
5727.2,6.0,travel,1,unknown,unknown,63.0,M,False,1.0
3382.41,20.0,online_shopping,1,unknown,unknown,80.0,M,False,1.0
9273.95,13.0,online_shopping,1,unknown,unknown,41.0,F,False,0.0
3956.8,11.0,fitness_and_medical,1,unknown,unknown,53.0,F,False,1.0
4184.25,,entertainment,1,unknown,unknown,70.0,M,False,0.0
9211.65,9.0,travel,1,unknown,unknown,86.0,F,False,0.0
8463.53,16.0,online_shopping,1,unknown,unknown,56.0,F,False,1.0
9861.9,8.0,entertainment,1,unknown,unknown,44.0,F,False,1.0
4375.59,5.0,online_shopping,1,unknown,unknown,59.0,M,False,1.0
7293.97,18.0,entertainment,1,unknown,unknown,19.0,M,False,1.0
1894.81,13.0,fitness_and_medical,1,unknown,unknown,29.0,M,False,1.0
1586.0,22.0,fitness_and_medical,1,unknown,unknown,67.0,F,False,0.0
,15.0,online_shopping,1,unknown,unknown,53.0,,False,
,5.0,fitness_and_medical,1,unknown,unknown,55.0,F,False,0.0
9299.57,11.0,travel,1,unknown,unknown,85.0,M,False,0.0
6584.97,22.0,,1,unknown,unknown,65.0,F,False,0.0
2035.74,9.0,fitness_and_medical,1,unknown,unknown,20.0,M,False,0.0
6235.0,3.0,fitness_and_medical,1,unknown,unknown,49.0,M,False,1.0
1149.95,4.0,travel,1,unknown,unknown,43.0,F,False,0.0
7314.79,18.0,entertainment,1,unknown,unknown,53.0,F,False,0.0
8706.24,15.0,entertainment,1,unknown,unknown,32.0,M,False,1.0
2754.94,10.0,fitness_and_medical,1,unknown,unknown,40.0,M,False,0.0
1894.81,13.0,fitness_and_medical,1,unknown,unknown,29.0,M,False,1.0
3643.41,17.0,online_shopping,1,unknown,unknown,44.0,M,False,1.0
7097.84,23.0,travel,1,unknown,unknown,53.0,M,False,0.0
3777.43,21.0,entertainment,1,unknown,unknown,49.0,F,False,1.0
7828.8,4.0,entertainment,1,unknown,unknown,62.0,,False,1.0
3248.23,10.0,travel,1,unknown,unknown,46.0,M,False,1.0
2905.1,0.0,entertainment,1,unknown,unknown,71.0,M,False,
3828.61,14.0,online_shopping,1,unknown,unknown,38.0,F,False,0.0
721.39,7.0,fitness_and_medical,1,unknown,unknown,85.0,,False,1.0
8599.14,2.0,fitness_and_medical,1,unknown,unknown,35.0,F,False,1.0
,15.0,fitness_and_medical,1,unknown,unknown,48.0,F,False,0.0
432.21,7.0,online_shopping,1,unknown,unknown,77.0,F,False,1.0
8163.86,12.0,entertainment,1,unknown,unknown,59.0,,False,1.0
3295.71,12.0,online_shopping,1,unknown,unknown,76.0,F,False,0.0
2652.62,5.0,,1,unknown,unknown,81.0,M,False,1.0
7969.62,9.0,travel,1,unknown,unknown,22.0,F,False,1.0
9179.57,3.0,travel,1,unknown,unknown,53.0,F,False,1.0
176.79,1.0,travel,1,unknown,unknown,65.0,F,False,1.0
184.02,9.0,online_shopping,1,unknown,unknown,33.0,F,False,0.0
7701.51,12.0,fitness_and_medical,1,unknown,unknown,65.0,F,False,1.0
5008.64,15.0,entertainment,1,unknown,unknown,40.0,M,False,0.0
6311.2,,online_shopping,1,unknown,unknown,37.0,M,False,1.0
271.41,17.0,fitness_and_medical,1,unknown,unknown,29.0,F,False,0.0
1894.96,13.0,online_shopping,1,unknown,unknown,54.0,M,False,0.0
2194.63,11.0,entertainment,1,unknown,unknown,73.0,M,False,1.0
2485.82,8.0,entertainment,1,unknown,unknown,72.0,M,False,1.0
4424.57,0.0,online_shopping,1,unknown,unknown,33.0,M,False,1.0
8939.44,23.0,fitness_and_medical,1,unknown,unknown,59.0,F,False,0.0
3334.06,8.0,travel,1,unknown,unknown,67.0,,False,
1303.03,9.0,entertainment,1,unknown,unknown,72.0,M,False,1.0
896.17,6.0,,1,unknown,unknown,76.0,F,False,0.0
4874.73,12.0,online_shopping,1,unknown,unknown,46.0,F,False,0.0
676.21,16.0,online_shopping,1,unknown,unknown,61.0,M,False,0.0
4343.1,5.0,entertainment,1,unknown,unknown,78.0,M,False,1.0
9869.15,1.0,online_shopping,1,unknown,unknown,81.0,M,False,1.0
3743.56,,fitness_and_medical,1,unknown,unknown,71.0,F,False,0.0
6542.38,10.0,fitness_and_medical,1,unknown,unknown,23.0,M,False,0.0
4218.7,,travel,1,unknown,unknown,29.0,M,False,0.0
1271.06,10.0,fitness_and_medical,1,unknown,unknown,28.0,M,False,0.0
2880.04,19.0,online_shopping,1,unknown,unknown,49.0,,False,0.0
1867.25,11.0,travel,1,unknown,unknown,78.0,F,False,1.0
2673.32,14.0,,1,unknown,unknown,61.0,M,False,
2276.34,2.0,online_shopping,1,unknown,unknown,82.0,F,False,1.0
9626.58,23.0,travel,1,unknown,unknown,25.0,,False,1.0
,,online_shopping,1,unknown,unknown,38.0,M,False,0.0
2840.19,10.0,entertainment,1,unknown,unknown,55.0,F,False,1.0
8506.4,10.0,travel,1,unknown,unknown,47.0,M,False,1.0
4273.23,18.0,travel,1,unknown,unknown,23.0,M,False,0.0
8884.81,19.0,entertainment,1,unknown,unknown,73.0,F,False,1.0
8250.53,5.0,entertainment,1,unknown,unknown,72.0,F,False,1.0
6283.57,17.0,entertainment,1,unknown,unknown,70.0,,False,1.0
4757.16,17.0,travel,1,unknown,unknown,48.0,M,False,0.0
5201.98,5.0,entertainment,1,unknown,unknown,86.0,M,False,0.0
1548.42,16.0,travel,1,unknown,unknown,71.0,M,False,1.0
1149.95,4.0,travel,1,unknown,unknown,43.0,F,False,0.0
2905.1,0.0,entertainment,1,unknown,unknown,71.0,M,False,
4757.16,17.0,travel,1,unknown,unknown,48.0,M,False,0.0
2182.57,2.0,,1,unknown,unknown,57.0,F,False,0.0
1460.19,7.0,online_shopping,1,unknown,unknown,82.0,M,False,
8438.54,,travel,1,unknown,unknown,25.0,F,False,0.0
8319.03,7.0,online_shopping,1,unknown,unknown,39.0,F,False,1.0
,6.0,online_shopping,1,unknown,unknown,67.0,F,False,1.0
,0.0,online_shopping,1,unknown,unknown,53.0,F,False,0.0
2293.84,23.0,online_shopping,1,unknown,unknown,39.0,F,False,0.0
2989.01,11.0,travel,1,unknown,unknown,30.0,F,False,1.0
545.05,12.0,travel,1,unknown,unknown,63.0,M,False,1.0
2422.39,21.0,online_shopping,1,unknown,unknown,37.0,F,False,1.0
5014.31,1.0,travel,1,unknown,unknown,27.0,M,False,1.0
6925.05,19.0,fitness_and_medical,1,unknown,unknown,85.0,F,False,0.0
7311.52,23.0,travel,1,unknown,unknown,71.0,F,False,1.0
7827.12,3.0,travel,1,unknown,unknown,53.0,M,False,1.0
,2.0,,1,unknown,unknown,39.0,M,False,0.0
4789.62,9.0,online_shopping,1,unknown,unknown,69.0,,False,1.0
6414.15,21.0,travel,1,unknown,unknown,19.0,F,False,1.0
5055.9,14.0,fitness_and_medical,1,unknown,unknown,37.0,F,False,1.0
2035.74,9.0,fitness_and_medical,1,unknown,unknown,20.0,M,False,0.0
9876.46,11.0,,1,unknown,unknown,42.0,F,False,0.0
8765.5,1.0,online_shopping,1,unknown,unknown,53.0,M,False,1.0
6618.64,19.0,online_shopping,1,unknown,unknown,26.0,F,False,1.0
8463.53,16.0,online_shopping,1,unknown,unknown,56.0,F,False,1.0
3449.66,3.0,entertainment,1,unknown,unknown,56.0,M,False,0.0
3409.81,3.0,travel,1,unknown,unknown,62.0,,False,1.0
9355.32,23.0,,1,unknown,unknown,70.0,F,False,1.0
1744.89,11.0,online_shopping,1,unknown,unknown,61.0,M,False,0.0
,1.0,travel,1,unknown,unknown,72.0,M,False,1.0
6528.97,7.0,travel,1,unknown,unknown,28.0,F,False,0.0
9771.5,18.0,travel,1,unknown,unknown,44.0,M,False,0.0
3016.09,4.0,fitness_and_medical,1,unknown,unknown,30.0,F,False,1.0
9273.95,13.0,online_shopping,1,unknown,unknown,41.0,F,False,0.0
6518.48,3.0,online_shopping,1,unknown,unknown,26.0,,False,1.0
3899.14,17.0,fitness_and_medical,1,unknown,unknown,53.0,F,False,0.0
1907.57,18.0,fitness_and_medical,1,unknown,unknown,76.0,F,False,0.0
9390.84,,travel,1,unknown,unknown,28.0,M,False,0.0
1077.26,20.0,online_shopping,1,unknown,unknown,70.0,F,False,1.0
4945.28,15.0,entertainment,1,unknown,unknown,53.0,M,False,1.0
2568.42,14.0,entertainment,1,unknown,unknown,73.0,F,False,
6032.38,12.0,online_shopping,1,unknown,unknown,78.0,M,False,0.0
4273.23,18.0,travel,1,unknown,unknown,23.0,M,False,0.0
6966.72,10.0,travel,1,unknown,unknown,41.0,F,False,1.0
9709.32,,travel,1,unknown,unknown,80.0,M,False,
1105.15,,entertainment,1,unknown,unknown,66.0,F,False,1.0
4619.48,7.0,online_shopping,1,unknown,unknown,21.0,M,False,0.0
9584.88,,fitness_and_medical,1,unknown,unknown,58.0,M,False,1.0
4728.68,20.0,online_shopping,1,unknown,unknown,26.0,F,False,0.0
3303.61,,fitness_and_medical,1,unknown,unknown,53.0,M,False,0.0
2868.89,4.0,travel,1,unknown,unknown,20.0,M,False,1.0
6759.7,20.0,fitness_and_medical,1,unknown,unknown,48.0,F,False,1.0
4420.76,12.0,entertainment,1,unknown,unknown,53.0,F,False,1.0
2002.05,,online_shopping,1,unknown,unknown,77.0,F,False,0.0
6455.46,15.0,online_shopping,1,unknown,unknown,27.0,F,False,0.0
2907.28,3.0,fitness_and_medical,1,unknown,unknown,31.0,F,False,0.0
1396.5,7.0,online_shopping,1,unknown,unknown,52.0,M,False,1.0
6940.38,2.0,travel,1,unknown,unknown,45.0,M,False,1.0
6665.42,11.0,travel,1,unknown,unknown,74.0,F,False,1.0
9206.23,0.0,entertainment,1,unknown,unknown,36.0,F,False,
8697.49,4.0,travel,1,unknown,unknown,72.0,F,False,0.0
3093.75,,fitness_and_medical,1,unknown,unknown,57.0,M,False,0.0
2568.42,14.0,entertainment,1,unknown,unknown,73.0,F,False,
5614.05,18.0,entertainment,1,unknown,unknown,79.0,F,False,1.0
1174.31,14.0,online_shopping,1,unknown,unknown,61.0,F,False,1.0
9166.18,20.0,travel,1,unknown,unknown,34.0,F,False,1.0
4618.4,0.0,,1,unknown,unknown,31.0,M,False,
5206.82,10.0,entertainment,1,unknown,unknown,55.0,M,False,1.0
5014.31,1.0,travel,1,unknown,unknown,27.0,M,False,1.0
